count,artefact,code,id,investigator,investigator_id,code_data,site,country,long,lat,recovery_method,classification,raw_material,ba_1_1,ba_1_2,ba_1_3,ba_1_4,ba_1_5,ba_1_6,ba_1_7,ba_1_8,ba_1_9,ba_1_10,ba_2_1,ba_2_2,ba_2_3,ba_2_4,ba_2_5,ba_2_6,ba_2_7,ba_2_8,ba_2_9,ba_2_10,ba_2_11,ba_3_1,ba_3_2,ba_3_3,ba_3_4,ba_4_1,ba_4_2,ba_4_3,ba_5_1,ba_5_2,ba_5_3,ba_6_1,ba_6_2,ba_6_3,ba_6_4,ba_6_5,ba_7_1,ba_7_2,ba_7_3,ba_7_4,ba_7_5,ba_7_6,ba_7_7,ba_8_1,ba_9_1,ba_9_2,ba_9_3,ba_9_4,ba_10_1,ba_10_2,ba_10_3,ba_10_4,ba_10_5,ba_10_6,ba_10_7,ba_11_1,ba_11_2,ba_11_3,ba_11_4,ba_12_1,ba_12_2,ba_12_3,ba_12_4,ba_12_5,ba_12_6,ba_12_7,ba_13_1,ba_13_2,ba_13_3,ba_13_4,length,width,thickness,weight,reference
50,Blade,VKH 415,415x2,JBP,2021_116,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,132.8,30.1,14.6,52.03,(Fischer 1988)
51,Blade,VKH 415,415x2_L2,JBP,2021_117,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,76.2,31.7,8.6,21.67,(Fischer 1988)
52,Blade,VKH 415,415x2,JBP,2021_118,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48.8,11.9,3.8,2.76,(Fischer 1988)
53,Blade,VKH 415,415x2_D11,JBP,2021_119,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55.6,19.7,5.3,6.97,(Fischer 1988)
54,Blade,VKH 415,415x2_B17,JBP,2021_121,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,118.2,37.5,14.4,70.43,(Fischer 1988)
55,Blade,VKH 415,415x2_B11,JBP,2021_122,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,104.5,29.0,9.3,27.22,(Fischer 1988)
56,Blade,VKH 415,415x2,JBP,2021_123,EGTV,Egtved mark,DK,9.28277,55.62854,Excavation,Federmesser,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,155.7,32.8,12.7,44.15,(Fischer 1988)
57,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,59.3,17.3,6.7,7.31,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
58,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.3,29.1,5.0,11.36,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
59,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54.2,20.9,7.6,9.19,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
60,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44.1,13.6,4.0,3.99,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
61,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43.3,17.5,9.2,7.40,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
62,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40.9,20.6,5.8,5.59,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
63,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42.0,25.2,5.0,5.39,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
64,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,46.0,19.9,2.8,3.48,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
65,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.3,16.2,5.6,3.09,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
66,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,72.3,24.6,9.7,17.81,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
67,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.5,17.0,4.7,4.31,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
68,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.5,15.5,3.1,3.96,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
69,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,67.5,12.6,5.5,3.81,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
70,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,40.6,9.5,2.3,1.08,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
71,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.3,16.5,4.1,3.62,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
72,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.9,13.4,4.1,2.40,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
73,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.7,16.2,3.4,2.86,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
74,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,41.0,14.6,3.6,2.19,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
75,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.9,13.9,4.6,2.48,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
76,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.0,16.3,4.3,3.26,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
77,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.5,12.0,3.4,0.90,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
78,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.2,13.5,4.1,1.70,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
79,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.1,12.4,5.4,2.73,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
80,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.4,19.3,2.4,2.91,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
81,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.5,8.2,1.9,0.98,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
82,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0,9.8,1.9,0.67,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
83,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.6,19.2,3.9,2.94,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
84,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0,12.6,2.7,1.38,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
85,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.0,13.0,2.3,1.58,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
86,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.2,10.8,3.9,1.33,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
87,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.5,11.7,3.2,1.05,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
88,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36.0,15.3,2.8,2.50,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
89,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.8,10.7,3.1,1.32,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
90,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.8,12.0,2.6,0.96,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
91,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.5,18.9,4.1,3.72,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
92,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.1,14.4,4.0,1.56,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
93,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.7,11.1,2.4,0.84,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
94,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21.0,19.1,4.1,2.0,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
95,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.0,18.7,4.2,3.70,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
96,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27.4,9.6,3.8,1.33,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
97,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19.9,13.6,4.4,1.35,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
98,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0,17.1,11.4,15.01,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
99,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.9,15.6,4.4,3.67,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
100,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.0,11.8,3.2,2.52,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
101,Blade,AHR LA 139,NA,JBP,NA,HASE,AHR LA 139 (Hasewisch),DE,10.200472,53.638537,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.3,23.0,5.4,4.63,(Rust 1958; Hartz 1990; Clausen & Guldin 2017)
