count,artefact,code,id,investigator,investigator_id,code_data,site,country,long,lat,recovery_method,classification,raw_material,ba_1_1,ba_1_2,ba_1_3,ba_1_4,ba_1_5,ba_1_6,ba_1_7,ba_1_8,ba_1_9,ba_1_10,ba_2_1,ba_2_2,ba_2_3,ba_2_4,ba_2_5,ba_2_6,ba_2_7,ba_2_8,ba_2_9,ba_2_10,ba_2_11,ba_3_1,ba_3_2,ba_3_3,ba_3_4,ba_4_1,ba_4_2,ba_4_3,ba_5_1,ba_5_2,ba_5_3,ba_6_1,ba_6_2,ba_6_3,ba_6_4,ba_6_5,ba_7_1,ba_7_2,ba_7_3,ba_7_4,ba_7_5,ba_7_6,ba_7_7,ba_8_1,ba_9_1,ba_9_2,ba_9_3,ba_9_4,ba_10_1,ba_10_2,ba_10_3,ba_10_4,ba_10_5,ba_10_6,ba_10_7,ba_11_1,ba_11_2,ba_11_3,ba_11_4,ba_12_1,ba_12_2,ba_12_3,ba_12_4,ba_12_5,ba_12_6,ba_12_7,ba_13_1,ba_13_2,ba_13_3,ba_13_4,length,width,thickness,weight,reference
1939,Blade,HAM 1610,786,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.7,13.3,6.4,4.81,"(Holm & Rieck 1983, 1992)"
1940,Blade,HAM 1610,1307,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.9,12.8,3.7,1.1,"(Holm & Rieck 1983, 1992)"
1941,Blade,HAM 1610,2468,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,26.2,15.8,4,1.55,"(Holm & Rieck 1983, 1992)"
1942,Blade,HAM 1610,428,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,14.3,5.3,3.14,"(Holm & Rieck 1983, 1992)"
1943,Blade,HAM 1610,514,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.9,10.3,2.6,0.55,"(Holm & Rieck 1983, 1992)"
1944,Blade,HAM 1610,743,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,28.8,10.3,3.7,1.35,"(Holm & Rieck 1983, 1992)"
1945,Blade,HAM 1610,705,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40.2,15.2,5.6,2.92,"(Holm & Rieck 1983, 1992)"
1946,Blade,HAM 1610,625,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.9,14,3.5,1.47,"(Holm & Rieck 1983, 1992)"
1947,Blade,HAM 1610,193,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.2,8.6,4.7,0.86,"(Holm & Rieck 1983, 1992)"
1948,Blade,HAM 1610,1223,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.4,9.4,3.7,0.42,"(Holm & Rieck 1983, 1992)"
1949,Blade,HAM 1610,1969,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,19.7,9.4,4.6,1.18,"(Holm & Rieck 1983, 1992)"
1950,Blade,HAM 1610,2759,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11.5,11.7,3.9,0.51,"(Holm & Rieck 1983, 1992)"
1951,Blade,HAM 1610,1405,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.8,14.1,5.7,4.28,"(Holm & Rieck 1983, 1992)"
1952,Blade,HAM 1610,2277,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.3,10.5,2.5,1.18,"(Holm & Rieck 1983, 1992)"
1953,Blade,HAM 1610,682,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.5,10,3,0.8,"(Holm & Rieck 1983, 1992)"
1954,Blade,HAM 1610,723,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10.8,8.9,3.3,0.37,"(Holm & Rieck 1983, 1992)"
1955,Blade,HAM 1610,2267,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.9,18.1,3.3,0.75,"(Holm & Rieck 1983, 1992)"
1956,Blade,HAM 1610,206,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40.4,15.5,4.1,2.53,"(Holm & Rieck 1983, 1992)"
1957,Blade,HAM 1610,773,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.2,12.6,4.6,1.89,"(Holm & Rieck 1983, 1992)"
1958,Blade,HAM 1610,246,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.9,10.5,2.9,0.87,"(Holm & Rieck 1983, 1992)"
1959,Blade,HAM 1610,2276,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.7,8.4,3.6,1.02,"(Holm & Rieck 1983, 1992)"
1960,Blade,HAM 1610,1610,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.1,9.7,2.5,0.81,"(Holm & Rieck 1983, 1992)"
1961,Blade,HAM 1610,1787,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,27.9,9,0.77,"(Holm & Rieck 1983, 1992)"
1962,Blade,HAM 1610,1365,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.6,15.5,5.6,7.69,"(Holm & Rieck 1983, 1992)"
1963,Blade,HAM 1610,2108,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.3,11.1,2.7,4.58,"(Holm & Rieck 1983, 1992)"
1964,Blade,HAM 1610,1326,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15.6,13.5,4.2,0.91,"(Holm & Rieck 1983, 1992)"
1965,Blade,HAM 1610,480,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19.9,17.8,6.2,1.19,"(Holm & Rieck 1983, 1992)"
1966,Blade,HAM 1610,489,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.2,36.1,9.9,2.47,"(Holm & Rieck 1983, 1992)"
1967,Blade,HAM 1610,2050,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,16,5.8,16.42,"(Holm & Rieck 1983, 1992)"
1968,Blade,HAM 1610,1127,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.9,13,5.1,2.58,"(Holm & Rieck 1983, 1992)"
1969,Blade,HAM 1610,723,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,16.2,3.8,3.08,"(Holm & Rieck 1983, 1992)"
1970,Blade,HAM 1610,526,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.8,13.1,5.4,2.48,"(Holm & Rieck 1983, 1992)"
1971,Blade,HAM 1610,547,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.4,10.2,4.4,1.1,"(Holm & Rieck 1983, 1992)"
1972,Blade,HAM 1610,2389,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,9.7,2.8,0.39,"(Holm & Rieck 1983, 1992)"
1973,Blade,HAM 1610,398,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.7,12.1,3.3,1.55,"(Holm & Rieck 1983, 1992)"
1974,Blade,HAM 1610,1353,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.7,16.3,6.1,1.66,"(Holm & Rieck 1983, 1992)"
1975,Blade,HAM 1610,489,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,23.4,5.2,5.15,"(Holm & Rieck 1983, 1992)"
1976,Blade,HAM 1610,1290,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.9,12.2,3.8,1.24,"(Holm & Rieck 1983, 1992)"
1977,Blade,HAM 1610,674,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19.6,11.9,3.1,0.79,"(Holm & Rieck 1983, 1992)"
1978,Blade,HAM 1610,705,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.3,17.4,2.9,1.35,"(Holm & Rieck 1983, 1992)"
1979,Blade,HAM 1610,638,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.9,11.1,2.7,0.48,"(Holm & Rieck 1983, 1992)"
1980,Blade,HAM 1610,2525,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.9,12.8,5,2.59,"(Holm & Rieck 1983, 1992)"
1981,Blade,HAM 1610,1913,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.1,11.8,5.1,2.05,"(Holm & Rieck 1983, 1992)"
1982,Blade,HAM 1610,728,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.5,11.4,4.5,1.34,"(Holm & Rieck 1983, 1992)"
1983,Blade,HAM 1610,967,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,12.2,1.9,0.4,"(Holm & Rieck 1983, 1992)"
1984,Blade,HAM 1610,1184,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,17.8,5.6,1.89,"(Holm & Rieck 1983, 1992)"
1985,Blade,HAM 1610,1258,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.9,10.1,3.5,0.66,"(Holm & Rieck 1983, 1992)"
1986,Blade,HAM 1610,409,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.8,19,5.5,2.03,"(Holm & Rieck 1983, 1992)"
1987,Blade,HAM 1610,1339,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16.6,11.9,3.5,0.87,"(Holm & Rieck 1983, 1992)"
1988,Blade,HAM 1610,613,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.1,9.4,7.2,2.82,"(Holm & Rieck 1983, 1992)"
1989,Blade,HAM 1610,1042,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.8,10.3,2.9,1.08,"(Holm & Rieck 1983, 1992)"
1990,Blade,HAM 1610,235,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.9,10.9,3.4,1.5,"(Holm & Rieck 1983, 1992)"
1991,Blade,HAM 1610,781,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.8,11.3,2.3,0.38,"(Holm & Rieck 1983, 1992)"
1992,Blade,HAM 1610,1395,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.9,13.7,5.7,2.26,"(Holm & Rieck 1983, 1992)"
1993,Blade,HAM 1610,113,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.2,15.8,4.9,2.65,"(Holm & Rieck 1983, 1992)"
1994,Blade,HAM 1610,2417,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.6,11.9,2.9,1.06,"(Holm & Rieck 1983, 1992)"
